,TITLE,AUTHOR,RATING,REVIEWERS,URL LINKS
670,The Wasp Factory,Iain Banks,3.8,87765,https://www.goodreads.com/book/show/567678.The_Wasp_Factory
671,John Adams,David McCullough,4.05,341744,https://www.goodreads.com/book/show/2203.John_Adams
672,Veronika Decides to Die,Paulo Coelho,3.71,195224,https://www.goodreads.com/book/show/1431.Veronika_Decides_to_Die
673,"Oryx and Crake (MaddAddam, #1)",Margaret Atwood,4.01,242087,https://www.goodreads.com/book/show/46756.Oryx_and_Crake
674,"The Fiery Cross (Outlander, #5)",Diana Gabaldon,4.24,191170,https://www.goodreads.com/book/show/10967.The_Fiery_Cross
675,Twenty Thousand Leagues Under the Sea,Jules Verne,3.89,223286,https://www.goodreads.com/book/show/33507.Twenty_Thousand_Leagues_Under_the_Sea
676,The Magus,John Fowles,4.05,53038,https://www.goodreads.com/book/show/16286.The_Magus
677,"Champion (Legend, #3)",Marie Lu,4.33,192651,https://www.goodreads.com/book/show/14290364-champion
678,"Alanna: The First Adventure (Song of the Lioness, #1)",Tamora Pierce,4.25,124756,https://www.goodreads.com/book/show/13831.Alanna
679,"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare,4.14,839775,https://www.goodreads.com/book/show/1582996.City_of_Ashes
680,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,4.16,267656,https://www.goodreads.com/book/show/77197.Assassin_s_Apprentice
681,Papillon,Henri Charrière,4.21,63677,https://www.goodreads.com/book/show/6882.Papillon
682,"Night Watch (Discworld, #29; City Watch, #6)",Terry Pratchett,4.47,103457,https://www.goodreads.com/book/show/47989.Night_Watch
683,"A Breath of Snow and Ashes (Outlander, #6)",Diana Gabaldon,4.42,157979,https://www.goodreads.com/book/show/10965.A_Breath_of_Snow_and_Ashes
684,"Red, White & Royal Blue",Casey McQuiston,4.2,468604,https://www.goodreads.com/book/show/41150487-red-white-royal-blue
685,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,4.28,254650,https://www.goodreads.com/book/show/29588376-the-lies-of-locke-lamora
686,Watchers,Dean Koontz,4.17,158226,https://www.goodreads.com/book/show/32423.Watchers
687,"Carry On (Simon Snow, #1)",Rainbow Rowell,4.2,263534,https://www.goodreads.com/book/show/32768522-carry-on
688,"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",Jenny Han,4.09,669679,https://www.goodreads.com/book/show/15749186-to-all-the-boys-i-ve-loved-before
689,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,4.15,200026,https://www.goodreads.com/book/show/3980.From_the_Mixed_Up_Files_of_Mrs_Basil_E_Frankweiler
690,Prodigal Summer,Barbara Kingsolver,4.01,103490,https://www.goodreads.com/book/show/14249.Prodigal_Summer
691,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",Ally Carter,3.83,184518,https://www.goodreads.com/book/show/852470.I_d_Tell_You_I_Love_You_But_Then_I_d_Have_to_Kill_You
692,The Trigger: Hunting the Assassin Who Brought the World to War,Tim Butcher,3.71,4645,https://www.goodreads.com/book/show/18300212-the-trigger
693,Ugly Love,Colleen Hoover,4.27,457230,https://www.goodreads.com/book/show/17788401-ugly-love
694,"Tempted (House of Night, #6)",P.C. Cast,3.95,160424,https://www.goodreads.com/book/show/6262365-tempted
695,Grimm's Fairy Tales,Jacob Grimm,4.13,25845,https://www.goodreads.com/book/show/19351490-grimm-s-fairy-tales
696,Corelli's Mandolin,Louis de Bernières,3.99,81609,https://www.goodreads.com/book/show/3388.Corelli_s_Mandolin
697,Cosmos,Carl Sagan,4.37,130748,https://www.goodreads.com/book/show/55030.Cosmos
698,Howl and Other Poems,Allen Ginsberg,4.13,101023,https://www.goodreads.com/book/show/6295.Howl_and_Other_Poems
699,"The Sisterhood of the Traveling Pants (Sisterhood, #1)",Ann Brashares,3.81,662345,https://www.goodreads.com/book/show/452306.The_Sisterhood_of_the_Traveling_Pants
700,The Bluest Eye,Toni Morrison,4.09,201981,https://www.goodreads.com/book/show/11337.The_Bluest_Eye
701,Jitterbug Perfume,Tom Robbins,4.21,72958,https://www.goodreads.com/book/show/8682.Jitterbug_Perfume
702,"Prodigy (Legend, #2)",Marie Lu,4.25,232548,https://www.goodreads.com/book/show/13414446-prodigy
703,A Heartbreaking Work of Staggering Genius,Dave Eggers,3.68,177722,https://www.goodreads.com/book/show/4953.A_Heartbreaking_Work_of_Staggering_Genius
704,Under the Dome,Stephen King,3.91,276879,https://www.goodreads.com/book/show/6320534-under-the-dome
705,The Aeneid,Virgil,3.85,115333,https://www.goodreads.com/book/show/12914.The_Aeneid
706,The Big Sleep,Raymond Chandler,3.96,141475,https://www.goodreads.com/book/show/2052.The_Big_Sleep
707,The Book of Mormon: Another Testament of Jesus Christ,Anonymous,4.29,80387,https://www.goodreads.com/book/show/323355.The_Book_of_Mormon
708,"Simon vs. the Homo Sapiens Agenda (Simonverse, #1)",Becky Albertalli,4.22,366161,https://www.goodreads.com/book/show/19547856-simon-vs-the-homo-sapiens-agenda
709,The Sirens of Titan,Kurt Vonnegut Jr.,4.14,125830,https://www.goodreads.com/book/show/4982.The_Sirens_of_Titan
710,Sapiens: A Brief History of Humankind,Yuval Noah Harari,4.4,737265,https://www.goodreads.com/book/show/23692271-sapiens
711,Bury My Heart at Wounded Knee: An Indian History of the American West,Dee Brown,4.21,80446,https://www.goodreads.com/book/show/76401.Bury_My_Heart_at_Wounded_Knee
712,Where the Crawdads Sing,Delia Owens,4.46,1597821,https://www.goodreads.com/book/show/36809135-where-the-crawdads-sing
713,The Ocean at the End of the Lane,Neil Gaiman,4.01,536475,https://www.goodreads.com/book/show/15783514-the-ocean-at-the-end-of-the-lane
714,"Odd Thomas (Odd Thomas, #1)",Dean Koontz,3.97,261616,https://www.goodreads.com/book/show/14995.Odd_Thomas
715,"Unravel Me (Shatter Me, #2)",Tahereh Mafi,4.19,239197,https://www.goodreads.com/book/show/13104080-unravel-me
716,Circe,Madeline Miller,4.26,616354,https://www.goodreads.com/book/show/35959740-circe
717,The Elegance of the Hedgehog,Muriel Barbery,3.78,165847,https://www.goodreads.com/book/show/2967752-the-elegance-of-the-hedgehog
718,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,3.99,781875,https://www.goodreads.com/book/show/1202.Freakonomics
719,Angle of Repose,Wallace Stegner,4.23,56566,https://www.goodreads.com/book/show/292408.Angle_of_Repose
720,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),Alexander McCall Smith,3.8,248657,https://www.goodreads.com/book/show/7061.The_No_1_Ladies_Detective_Agency
721,"Love Story (Love Story, #1)",Erich Segal,3.63,56071,https://www.goodreads.com/book/show/73968.Love_Story
722,The Holy Bible: King James Version,Anonymous,4.42,245870,https://www.goodreads.com/book/show/1923820.The_Holy_Bible
723,Ivanhoe,Walter Scott,3.75,91023,https://www.goodreads.com/book/show/6440.Ivanhoe
724,"Lover Revealed (Black Dagger Brotherhood, #4)",J.R. Ward,4.29,129547,https://www.goodreads.com/book/show/42898.Lover_Revealed
725,Anthem,Ayn Rand,3.63,141171,https://www.goodreads.com/book/show/667.Anthem
726,The Magic Mountain,Thomas Mann,4.11,42477,https://www.goodreads.com/book/show/88077.The_Magic_Mountain
727,Message in a Bottle,Nicholas Sparks,3.97,223444,https://www.goodreads.com/book/show/3478.Message_in_a_Bottle
728,"The Alienist (Dr. Laszlo Kreizler, #1)",Caleb Carr,4.05,164360,https://www.goodreads.com/book/show/40024.The_Alienist
729,It's Kind of a Funny Story,Ned Vizzini,4.1,231708,https://www.goodreads.com/book/show/248704.It_s_Kind_of_a_Funny_Story
730,"Confessions of a Shopaholic (Shopaholic, #1)",Sophie Kinsella,3.67,690618,https://www.goodreads.com/book/show/9416.Confessions_of_a_Shopaholic
731,One Day,David Nicholls,3.8,306047,https://www.goodreads.com/book/show/6280118-one-day
732,"The Death Cure (The Maze Runner, #3)",James Dashner,3.78,386224,https://www.goodreads.com/book/show/7864437-the-death-cure
733,The Corrections,Jonathan Franzen,3.81,168488,https://www.goodreads.com/book/show/3805.The_Corrections
734,"A Canticle for Leibowitz (St. Leibowitz, #1)",Walter M. Miller Jr.,3.98,100268,https://www.goodreads.com/book/show/164154.A_Canticle_for_Leibowitz
735,"Call Me By Your Name (Call Me By Your Name, #1)",André Aciman,4.15,332176,https://www.goodreads.com/book/show/36336078-call-me-by-your-name
736,Digital Fortress,Dan Brown,3.68,597365,https://www.goodreads.com/book/show/11125.Digital_Fortress
737,"Ender's Shadow (The Shadow Series, #1)",Orson Scott Card,4.3,162866,https://www.goodreads.com/book/show/9532.Ender_s_Shadow
738,"Glass Houses (The Morganville Vampires, #1)",Rachel Caine,3.91,99189,https://www.goodreads.com/book/show/27266.Glass_Houses
739,"Worm Holes (Quantum Roots, #2)",Kyle Keyes,4.3,6777,https://www.goodreads.com/book/show/34384161-worm-holes
740,The Shell Seekers,Rosamunde Pilcher,4.17,100696,https://www.goodreads.com/book/show/37095.The_Shell_Seekers
741,"Death on the Nile (Hercule Poirot, #18)",Agatha Christie,4.12,178246,https://www.goodreads.com/book/show/131359.Death_on_the_Nile
742,The Witch of Blackbird Pond,Elizabeth George Speare,3.99,144731,https://www.goodreads.com/book/show/703292.The_Witch_of_Blackbird_Pond
743,"The Edge of Never (The Edge of Never, #1)",J.A. Redmerski,4.23,145557,https://www.goodreads.com/book/show/16081272-the-edge-of-never
744,"Club Dead (Sookie Stackhouse, #3)",Charlaine Harris,4.01,229687,https://www.goodreads.com/book/show/140082.Club_Dead
745,Walk Two Moons,Sharon Creech,3.97,160670,https://www.goodreads.com/book/show/53496.Walk_Two_Moons
746,"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,4.5,316149,https://www.goodreads.com/book/show/2767793-the-hero-of-ages
747,"Lover Avenged (Black Dagger Brotherhood, #7)",J.R. Ward,4.36,110602,https://www.goodreads.com/book/show/5098079-lover-avenged
748,Song of Solomon,Toni Morrison,4.11,96702,https://www.goodreads.com/book/show/11334.Song_of_Solomon
749,"Living Dead in Dallas (Sookie Stackhouse, #2)",Charlaine Harris,3.96,244874,https://www.goodreads.com/book/show/110494.Living_Dead_in_Dallas
750,The Jungle Books,Rudyard Kipling,4.01,85971,https://www.goodreads.com/book/show/41684.The_Jungle_Books
751,Battle Royale,Koushun Takami,4.21,67407,https://www.goodreads.com/book/show/57891.Battle_Royale
752,Geek Love,Katherine Dunn,3.96,63895,https://www.goodreads.com/book/show/13872.Geek_Love
753,Jude the Obscure,Thomas Hardy,3.82,67414,https://www.goodreads.com/book/show/50798.Jude_the_Obscure
754,How to Win Friends and Influence People,Dale Carnegie,4.21,776242,https://www.goodreads.com/book/show/4865.How_to_Win_Friends_and_Influence_People
755,The Story of My Life,Helen Keller,4.07,141989,https://www.goodreads.com/book/show/821611.The_Story_of_My_Life
756,"One Fish, Two Fish, Red Fish, Blue Fish",Dr. Seuss,4.15,184114,https://www.goodreads.com/book/show/7770.One_Fish_Two_Fish_Red_Fish_Blue_Fish
757,"Red Rising (Red Rising Saga, #1)",Pierce Brown,4.25,293633,https://www.goodreads.com/book/show/15839976-red-rising
758,The Power of Myth,Joseph Campbell,4.25,48247,https://www.goodreads.com/book/show/35519.The_Power_of_Myth
759,Chasing the Devil: The Search for Africa's Fighting Spirit,Tim Butcher,4.12,1729,https://www.goodreads.com/book/show/7940583-chasing-the-devil
760,The Portrait of a Lady,Henry James,3.78,76121,https://www.goodreads.com/book/show/264.The_Portrait_of_a_Lady
761,Hard-Boiled Wonderland and the End of the World,Haruki Murakami,4.14,117496,https://www.goodreads.com/book/show/10374.Hard_Boiled_Wonderland_and_the_End_of_the_World
762,The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,4.17,195316,https://www.goodreads.com/book/show/3109.The_Omnivore_s_Dilemma
763,My Name Is Asher Lev,Chaim Potok,4.22,37950,https://www.goodreads.com/book/show/11507.My_Name_Is_Asher_Lev
764,The Moon Is a Harsh Mistress,Robert A. Heinlein,4.16,122320,https://www.goodreads.com/book/show/16690.The_Moon_Is_a_Harsh_Mistress
765,"Rubinrot (Edelstein-Trilogie, #1)",Kerstin Gier,4.11,132355,https://www.goodreads.com/book/show/6325285-rubinrot
766,"Princess Academy (Princess Academy, #1)",Shannon Hale,4.01,112653,https://www.goodreads.com/book/show/85990.Princess_Academy
767,"Something Wicked This Way Comes (Green Town, #2)",Ray Bradbury,3.92,112941,https://www.goodreads.com/book/show/248596.Something_Wicked_This_Way_Comes
768,Ficciones,Jorge Luis Borges,4.43,56040,https://www.goodreads.com/book/show/426504.Ficciones
769,The Glass Castle,Jeannette Walls,4.29,1022165,https://www.goodreads.com/book/show/7445.The_Glass_Castle
770,Still Alice,Lisa Genova,4.31,317645,https://www.goodreads.com/book/show/2153405.Still_Alice
771,Because of Winn-Dixie,Kate DiCamillo,4.07,228865,https://www.goodreads.com/book/show/357664.Because_of_Winn_Dixie
772,Cryptonomicon,Neal Stephenson,4.24,105367,https://www.goodreads.com/book/show/816.Cryptonomicon
773,Howards End,E.M. Forster,3.95,83336,https://www.goodreads.com/book/show/38374795-howards-end
774,The Namesake,Jhumpa Lahiri,4.0,249993,https://www.goodreads.com/book/show/33917.The_Namesake
775,"The Color of Magic (Discworld, #1; Rincewind, #1)",Terry Pratchett,3.99,345827,https://www.goodreads.com/book/show/34497.The_Color_of_Magic
776,"The Blood of Olympus (The Heroes of Olympus, #5)",Rick Riordan,4.42,251801,https://www.goodreads.com/book/show/18705209-the-blood-of-olympus
777,The Invention of Hugo Cabret,Brian Selznick,4.21,175071,https://www.goodreads.com/book/show/9673436-the-invention-of-hugo-cabret
778,"Antigone (The Theban Plays, #3)",Sophocles,3.67,122015,https://www.goodreads.com/book/show/7728.Antigone
779,Around the World in Eighty Days,Jules Verne,3.94,210408,https://www.goodreads.com/book/show/54479.Around_the_World_in_Eighty_Days
780,An Abundance of Katherines,John Green,3.54,492560,https://www.goodreads.com/book/show/49750.An_Abundance_of_Katherines
781,"The Passage (The Passage, #1)",Justin Cronin,4.03,200211,https://www.goodreads.com/book/show/6690798-the-passage
782,Starship Troopers,Robert A. Heinlein,4.0,208606,https://www.goodreads.com/book/show/17214.Starship_Troopers
783,Choke,Chuck Palahniuk,3.7,198293,https://www.goodreads.com/book/show/29059.Choke
784,The Sea of Tranquility,Katja Millay,4.29,82586,https://www.goodreads.com/book/show/16151178-the-sea-of-tranquility
785,"Small Gods (Discworld, #13)",Terry Pratchett,4.3,108062,https://www.goodreads.com/book/show/34484.Small_Gods
786,"Mary Poppins (Mary Poppins, #1)",P.L. Travers,4.02,123603,https://www.goodreads.com/book/show/152380.Mary_Poppins
787,"Linger (The Wolves of Mercy Falls, #2)",Maggie Stiefvater,3.88,164391,https://www.goodreads.com/book/show/6654313-linger
788,"Finale (Hush, Hush, #4)",Becca Fitzpatrick,4.14,159118,https://www.goodreads.com/book/show/12751687-finale
789,On Writing: A Memoir of the Craft,Stephen King,4.32,251705,https://www.goodreads.com/book/show/10569.On_Writing
790,Survivor,Chuck Palahniuk,3.92,113284,https://www.goodreads.com/book/show/36236123-survivor
791,Sharp Objects,Gillian Flynn,4.0,814848,https://www.goodreads.com/book/show/18045891-sharp-objects
792,"Fire (Graceling Realm, #2)",Kristin Cashore,4.1,174876,https://www.goodreads.com/book/show/6137154-fire
793,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.14,628147,https://www.goodreads.com/book/show/36072.The_7_Habits_of_Highly_Effective_People
794,Shutter Island,Dennis Lehane,4.09,179872,https://www.goodreads.com/book/show/21686.Shutter_Island
795,"An Ember in the Ashes (An Ember in the Ashes, #1)",Sabaa Tahir,4.27,238875,https://www.goodreads.com/book/show/27774758-an-ember-in-the-ashes
796,"Walking Disaster (Beautiful, #2)",Jamie McGuire,4.18,179961,https://www.goodreads.com/book/show/15745950-walking-disaster
797,Exodus,Leon Uris,4.33,95231,https://www.goodreads.com/book/show/42697.Exodus
798,House of Leaves,Mark Z. Danielewski,4.07,146906,https://www.goodreads.com/book/show/24800.House_of_Leaves
799,Pale Fire,Vladimir Nabokov,4.14,45435,https://www.goodreads.com/book/show/7805.Pale_Fire
800,"The Murder of Roger Ackroyd (Hercule Poirot, #4)",Agatha Christie,4.25,196863,https://www.goodreads.com/book/show/16328.The_Murder_of_Roger_Ackroyd
801,"Dandelion Wine (Green Town, #1)",Ray Bradbury,4.07,61721,https://www.goodreads.com/book/show/50033.Dandelion_Wine
802,Mystic River,Dennis Lehane,4.15,138747,https://www.goodreads.com/book/show/21671.Mystic_River
803,I Am the Messenger,Markus Zusak,4.03,150207,https://www.goodreads.com/book/show/19057.I_Am_the_Messenger
804,Gift from the Sea,Anne Morrow Lindbergh,4.15,45917,https://www.goodreads.com/book/show/77295.Gift_from_the_Sea
805,Tender Is the Night,F. Scott Fitzgerald,3.8,122721,https://www.goodreads.com/book/show/46164.Tender_Is_the_Night
806,Revolutionary Road,Richard Yates,3.91,83343,https://www.goodreads.com/book/show/48328.Revolutionary_Road
807,Nausea,Jean-Paul Sartre,3.92,97759,https://www.goodreads.com/book/show/298275.Nausea
808,Wild Swans: Three Daughters of China,Jung Chang,4.25,103140,https://www.goodreads.com/book/show/1848.Wild_Swans
809,"The Awakening (Darkest Powers, #2)",Kelley Armstrong,4.13,113610,https://www.goodreads.com/book/show/5391115-the-awakening
810,The Iliad,Homer,3.89,392471,https://www.goodreads.com/book/show/1371.The_Iliad
811,"The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy, #2)",Douglas Adams,4.21,254589,https://www.goodreads.com/book/show/8695.The_Restaurant_at_the_End_of_the_Universe
812,Cold Sassy Tree,Olive Ann Burns,4.02,100185,https://www.goodreads.com/book/show/40389231-cold-sassy-tree
813,Holy Bible: New International Version,Anonymous,4.59,71943,https://www.goodreads.com/book/show/280111.Holy_Bible
814,Ethan Frome,Edith Wharton,3.42,116751,https://www.goodreads.com/book/show/5246.Ethan_Frome
815,"Forrest Gump (Forrest Gump, #1)",Winston Groom,4.04,63354,https://www.goodreads.com/book/show/186190.Forrest_Gump
816,"The Sparrow (The Sparrow, #1)",Mary Doria Russell,4.12,69192,https://www.goodreads.com/book/show/334176.The_Sparrow
817,"The Reckoning (Darkest Powers, #3)",Kelley Armstrong,4.17,116337,https://www.goodreads.com/book/show/6468666-the-reckoning
818,"The Dark Tower (The Dark Tower, #7)",Stephen King,4.25,158421,https://www.goodreads.com/book/show/5091.The_Dark_Tower
819,"Dreamfever (Fever, #4)",Karen Marie Moning,4.38,97066,https://www.goodreads.com/book/show/6050298-dreamfever
820,The Forgotten Garden,Kate Morton,4.13,206892,https://www.goodreads.com/book/show/3407877-the-forgotten-garden
821,"Gabriel's Inferno (Gabriel's Inferno, #1)",Sylvain Reynard,3.99,151971,https://www.goodreads.com/book/show/10140661-gabriel-s-inferno
822,"Mort (Discworld, #4; Death, #1)",Terry Pratchett,4.22,217107,https://www.goodreads.com/book/show/386372.Mort
823,"The Hunt for Red October (Jack Ryan, #3)",Tom Clancy,4.09,356378,https://www.goodreads.com/book/show/19691.The_Hunt_for_Red_October
824,"Absalom, Absalom!",William Faulkner,3.97,40883,https://www.goodreads.com/book/show/373755.Absalom_Absalom_
825,Illusions: The Adventures of a Reluctant Messiah,Richard Bach,4.14,60510,https://www.goodreads.com/book/show/29946.Illusions
826,"Reflected in You (Crossfire, #2)",Sylvia Day,4.31,328034,https://www.goodreads.com/book/show/13596809-reflected-in-you
827,The Sorrows of Young Werther,Johann Wolfgang von Goethe,3.68,102108,https://www.goodreads.com/book/show/16640.The_Sorrows_of_Young_Werther
828,The Hotel New Hampshire,John Irving,3.91,61296,https://www.goodreads.com/book/show/11768.The_Hotel_New_Hampshire
829,"Daughter of the Forest  (Sevenwaters, #1)",Juliet Marillier,4.26,59914,https://www.goodreads.com/book/show/13928.Daughter_of_the_Forest
830,"Kane & Abel (Kane & Abel, #1)",Jeffrey Archer,4.31,110447,https://www.goodreads.com/book/show/78983.Kane_Abel
831,A Million Little Pieces,James Frey,3.66,238362,https://www.goodreads.com/book/show/1241.A_Million_Little_Pieces
832,The Bridges of Madison County,Robert James Waller,3.65,87258,https://www.goodreads.com/book/show/83674.The_Bridges_of_Madison_County
833,The Gargoyle,Andrew Davidson,3.95,47854,https://www.goodreads.com/book/show/2595138-the-gargoyle
834,"Guilty Pleasures (Anita Blake, Vampire Hunter, #1)",Laurell K. Hamilton,4.02,140397,https://www.goodreads.com/book/show/30281.Guilty_Pleasures
835,"The Millennium Trilogy (Millennium Trilogy, #1-3)",Stieg Larsson,4.44,53024,https://www.goodreads.com/book/show/7822895-the-millennium-trilogy
836,The Pact,Jodi Picoult,4.01,286673,https://www.goodreads.com/book/show/10916.The_Pact
837,"Specials (Uglies, #3)",Scott Westerfeld,3.76,179553,https://www.goodreads.com/book/show/24765.Specials
838,"The Golden Lily (Bloodlines, #2)",Richelle Mead,4.3,115529,https://www.goodreads.com/book/show/8709523-the-golden-lily
839,"One Foot in the Grave (Night Huntress, #2)",Jeaniene Frost,4.29,100233,https://www.goodreads.com/book/show/2168860.One_Foot_in_the_Grave
840,The Story of Edgar Sawtelle,David Wroblewski,3.62,96370,https://www.goodreads.com/book/show/2731276-the-story-of-edgar-sawtelle
841,"Lover Mine (Black Dagger Brotherhood, #8)",J.R. Ward,4.39,108419,https://www.goodreads.com/book/show/7046495-lover-mine
842,The Long Walk,Richard Bachman,4.09,148910,https://www.goodreads.com/book/show/9014.The_Long_Walk
843,The Bonfire of the Vanities,Tom Wolfe,3.87,75789,https://www.goodreads.com/book/show/2666.The_Bonfire_of_the_Vanities
844,Christy,Catherine Marshall,4.23,51892,https://www.goodreads.com/book/show/35879889-christy
845,"84, Charing Cross Road",Helene Hanff,4.14,61869,https://www.goodreads.com/book/show/368916.84_Charing_Cross_Road
846,"Burned (House of Night, #7)",P.C. Cast,3.96,152911,https://www.goodreads.com/book/show/6917952-burned
847,Shakespeare's Sonnets,William Shakespeare,4.25,93831,https://www.goodreads.com/book/show/42038.Shakespeare_s_Sonnets
848,"The Assassin's Blade (Throne of Glass, #0.1-0.5)",Sarah J. Maas,4.35,214564,https://www.goodreads.com/book/show/18243700-the-assassin-s-blade
849,The Fall,Albert Camus,4.03,83490,https://www.goodreads.com/book/show/11991.The_Fall
850,"Dead as a Doornail (Sookie Stackhouse, #5)",Charlaine Harris,4.0,212687,https://www.goodreads.com/book/show/170210.Dead_as_a_Doornail
851,Definitely Dead (Sookie Stackhouse #6),Charlaine Harris,4.0,198408,https://www.goodreads.com/book/show/140079.Definitely_Dead
852,Still Life with Woodpecker,Tom Robbins,4.02,77311,https://www.goodreads.com/book/show/9566.Still_Life_with_Woodpecker
853,"Crank (Crank, #1)",Ellen Hopkins,4.16,133550,https://www.goodreads.com/book/show/270730.Crank
854,Orlando,Virginia Woolf,3.86,71864,https://www.goodreads.com/book/show/18839.Orlando
855,The Lucky One,Nicholas Sparks,4.12,341936,https://www.goodreads.com/book/show/3063499-the-lucky-one
856,"The City of Ember (Book of Ember, #1)",Jeanne DuPrau,3.88,263478,https://www.goodreads.com/book/show/307791.The_City_of_Ember
857,Where the Heart Is,Billie Letts,4.03,243181,https://www.goodreads.com/book/show/5168.Where_the_Heart_Is
858,A Connecticut Yankee in King Arthur's Court,Mark Twain,3.77,99566,https://www.goodreads.com/book/show/162898.A_Connecticut_Yankee_in_King_Arthur_s_Court
859,Dark Places,Gillian Flynn,3.94,650600,https://www.goodreads.com/book/show/5886881-dark-places
860,How Green Was My Valley,Richard Llewellyn,4.19,15774,https://www.goodreads.com/book/show/40496.How_Green_Was_My_Valley
861,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,4.06,372507,https://www.goodreads.com/book/show/9791.A_Walk_in_the_Woods
862,"Opal (Lux, #3)",Jennifer L. Armentrout,4.26,140726,https://www.goodreads.com/book/show/13362536-opal
863,"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,4.37,342329,https://www.goodreads.com/book/show/68429.The_Well_of_Ascension
864,"Fablehaven (Fablehaven, #1)",Brandon Mull,4.11,147626,https://www.goodreads.com/book/show/44652.Fablehaven
865,The Agony and the Ecstasy,Irving Stone,4.07,85868,https://www.goodreads.com/book/show/321552.The_Agony_and_the_Ecstasy
866,"Pandemonium (Delirium, #2)",Lauren Oliver,4.04,228345,https://www.goodreads.com/book/show/9593911-pandemonium
867,"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,4.07,263257,https://www.goodreads.com/book/show/22055262-a-darker-shade-of-magic
868,The House of Mirth,Edith Wharton,3.95,89756,https://www.goodreads.com/book/show/17728.The_House_of_Mirth
869,"Will Grayson, Will Grayson",John Green,3.73,369367,https://www.goodreads.com/book/show/6567017-will-grayson-will-grayson
870,"Night World, No. 1 (Night World, #1-3)",L.J. Smith,4.06,62705,https://www.goodreads.com/book/show/3099787-night-world-no-1
871,"Easy (Contours of the Heart, #1)",Tammara Webber,4.08,224824,https://www.goodreads.com/book/show/16056408-easy
872,We,Yevgeny Zamyatin,3.91,81795,https://www.goodreads.com/book/show/76171.We
873,A Moveable Feast,Ernest Hemingway,4.02,132544,https://www.goodreads.com/book/show/4631.A_Moveable_Feast
874,The Runaway Jury,John Grisham,4.0,288952,https://www.goodreads.com/book/show/24192.The_Runaway_Jury
875,A Man Called Ove,Fredrik Backman,4.36,729380,https://www.goodreads.com/book/show/18774964-a-man-called-ove
876,The Poetry of Robert Frost,Robert Frost,4.24,50693,https://www.goodreads.com/book/show/95819.The_Poetry_of_Robert_Frost
877,Beauty: A Retelling of the Story of Beauty and the Beast,Robin McKinley,4.05,76772,https://www.goodreads.com/book/show/41424.Beauty
878,Beach Music,Pat Conroy,4.17,45936,https://www.goodreads.com/book/show/16729.Beach_Music
879,"Thoughtless (Thoughtless, #1)",S.C. Stephens,4.09,137502,https://www.goodreads.com/book/show/13517535-thoughtless
880,Journey to the End of the Night,Louis-Ferdinand Céline,4.21,35786,https://www.goodreads.com/book/show/12395.Journey_to_the_End_of_the_Night
881,Naked Lunch,William S. Burroughs,3.45,85476,https://www.goodreads.com/book/show/7437.Naked_Lunch
882,Sometimes a Great Notion,Ken Kesey,4.24,20938,https://www.goodreads.com/book/show/529626.Sometimes_a_Great_Notion
883,The Fountainhead,Ayn Rand,3.88,308273,https://www.goodreads.com/book/show/2122.The_Fountainhead
884,"The Wedding (The Notebook, #2)",Nicholas Sparks,3.98,148235,https://www.goodreads.com/book/show/3466.The_Wedding
885,"The Amulet of Samarkand (Bartimaeus, #1)",Jonathan Stroud,4.01,122747,https://www.goodreads.com/book/show/334123.The_Amulet_of_Samarkand
886,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.26,353040,https://www.goodreads.com/book/show/23878688-the-5-love-languages
887,Deception Point,Dan Brown,3.73,630941,https://www.goodreads.com/book/show/976.Deception_Point
888,The Brief Wondrous Life of Oscar Wao,Junot Díaz,3.89,245871,https://www.goodreads.com/book/show/297673.The_Brief_Wondrous_Life_of_Oscar_Wao
889,Meditations,Marcus Aurelius,4.24,164739,https://www.goodreads.com/book/show/30659.Meditations
890,"Into the Wild (Warriors, #1)",Erin Hunter,4.3,85889,https://www.goodreads.com/book/show/111332.Into_the_Wild
891,On the Beach,Nevil Shute,3.95,38946,https://www.goodreads.com/book/show/38180.On_the_Beach
892,"Faefever (Fever, #3)",Karen Marie Moning,4.29,98034,https://www.goodreads.com/book/show/2702704-faefever
893,The Bhagavad Gita,Krishna-Dwaipayana Vyasa,4.15,61161,https://www.goodreads.com/book/show/99944.The_Bhagavad_Gita
894,"Bitten (Otherworld, #1)",Kelley Armstrong,4.02,99152,https://www.goodreads.com/book/show/11918.Bitten
